1,8.27E+17, Tue Jan 31 22:10:36 +0000 2017,1.49E+12, thefive should post a warning when juan is on so viewers have time you pop a xanax,  xanax,14385689, chasin_dwight, mother  grandmother  love new orleans saints football      lsu tigers.   registered independent,0,0,543, Louisiana: USA, None
280,8.28E+17, Fri Feb 03 13:30:05 +0000 2017,1.49E+12, i think she is 5150. 24 hour hold in a straight jacket might calm her. she teaches what xanax is your friend dear ,  xanax,7.42E+17, BeasMom1, lists  peace and patriotism were restored today thank you president trump ready to maga,0,0,1138, California: USA, None
283,8.28E+17, Fri Feb 03 13:38:01 +0000 2017,1.49E+12, i just wanna know who tf is selling xanax ,  xanax,541972777, _thatasiangirl_, whs18,0,0,823, Maryland: USA, None
289,8.28E+17, Fri Feb 03 13:57:15 +0000 2017,1.49E+12, you tired cuz you on what mf xanax yeah baby yeah man nah nah ouweeeee  @kodakblack1k yung road runnin bill back at it,  xanax,2758857807, asvp_leak_, marissa   instagram@asvpleak       coming for states at 126    motherfvckin super duper swankin 99 nigga ripirv lhswrestlingcap,0,0,531, None, None
294,8.28E+17, Fri Feb 03 14:20:02 +0000 2017,1.49E+12, @cluddite @govmikehuckabee @theijr last yr i invested in xanax amp straight jackets. ,  xanax,787644325, myno1doodles, liberalism is totalitarianism with a smiling face. thomas sowell. prolife. mom of a marine. blocked by tara setmayer  kurt eichenwald  linda sarsour,0,0,1364, None, None
298,8.28E+17, Fri Feb 03 14:27:27 +0000 2017,1.49E+12, take a xanax till i throwup,  xanax,2433921041, ilissablockk, hate in my heart,0,0,364, smokin OG w ju, None
299,8.28E+17, Fri Feb 03 14:34:20 +0000 2017,1.49E+12, @dgcomedy belated squeeeeee could.not.even yesterday. you were wonderful  @smshow needs her xanax refilled ,  xanax,1393519758, ToSexy4MySocks, lesbian. liberal. feminist. lover of women  bacon  scotch  animals. proud nerd. paradise cattle ranch   llc   moo yall,0,0,90, Austin: TX: USA, None
307,8.28E+17, Fri Feb 03 14:53:16 +0000 2017,1.49E+12, @hunterswogg @waltjesseskylar @gavinmcinnes  missed a xanax dose  eh ,  xanax,1674770640, DaveCasey22, proud of the @lshsrangers sports fanatic @cowboys  weather geek  viewer of eclectic tvmovies  a devotee of bbbcs  trying in vain to battle entropy,0,0,202, Denton: TX, None
311,8.28E+17, Fri Feb 03 15:03:06 +0000 2017,1.49E+12, i need a xanax now.  anxietyin5words,  xanax,318046225, LisaLouWhoo, none,0,0,1139, Tampa: FL, None
2,8.28E+17, Fri Feb 03 17:37:05 +0000 2017,1.49E+12, is 6 xanax too much ,  xanax,131632186, HighKeyKyle, 99 til infinity,0,0,393, nor cal, None
3,8.28E+17, Fri Feb 03 17:37:14 +0000 2017,1.49E+12, @breathemia lmao exactly im freaking out cause of everything ive been through but i took a xanax  im using my numbing cream amp praying.,  xanax,14807206, SpoonieSwift91, mandie  25  spoonie push girl  chronic pain  pots  much more music  disney  nashville  youtube  god  love make my world go round choosegratitude,0,0,804, Nashville: TN, None
16,8.28E+17, Fri Feb 03 17:59:31 +0000 2017,1.49E+12, so relax on the xanax,  xanax,373482856, cierasiegworth, 17 and dumb as fuck,0,0,758, Paradise: PA, None
24,8.28E+17, Fri Feb 03 18:27:27 +0000 2017,1.49E+12, i said no to free xanax today and in this political climate karma owes me 1 billion usd,  xanax,7.86E+17, cupidslut, im a fucking angel | child of ares  aphrodite libra,0,0,190, Philly//NJ, None
29,8.28E+17, Fri Feb 03 18:37:19 +0000 2017,1.49E+12, i took xanax a couple days ago amp ion remember shit  im done with that shit for real. im 20 amp still doin kid shit this aint no joke,  xanax,599789222, TrillPerspectiv,  an inight to my trill life ,0,0,195, Fort Worth: TX, None
34,8.28E+17, Fri Feb 03 19:16:46 +0000 2017,1.49E+12, i need xanax so badly,  xanax,7.69E+17, life0fpain, a real view of life with painful chronic illnesses interstitialcystitis pmdd migraine majordepression panicdisorder generalizedanxietydisorder,0,0,95, Illinois: USA, None
41,8.28E+17, Fri Feb 03 19:43:12 +0000 2017,1.49E+12, ps hylands are homeopathic xanax,  xanax,37454842, HyanRarvey, yah,0,0,1337, NYC , None
43,8.28E+17, Fri Feb 03 19:58:16 +0000 2017,1.49E+12, about to take a xanax. thanks a lot anxiety. ,  xanax,66619679, fluffybipolar, the world is a scary place right now and i hope that some of my tweets make you feel better. bipolar anxiety noh8 humanrights change mentalhealth,0,0,1012, United States, None
52,8.28E+17, Fri Feb 03 20:27:48 +0000 2017,1.49E+12, my new prescription insurance covers xanax  ,  xanax,2434040126, darrinmyers4, musician  husband and art lover. backyard chicken farmer  antiestablishment and procannabis.,0,0,2655, Alabama: USA, None
65,8.28E+17, Fri Feb 03 21:19:08 +0000 2017,1.49E+12, @iownjd @skylarclouds it sound like a commercial for xanax lol love your question  answer surveys,  xanax,64420799, Kimbchr, i love to illustrate  write stories in lyrics  share photos. passions wine  throughbred horse racing. motto no issues no tissues. just follow with a smile,0,0,704, None, None
72,8.28E+17, Fri Feb 03 21:40:05 +0000 2017,1.49E+12, cant wait for another ratchet night of bartending in 5 points tonight. please dont take xanax and come out  id really appreciate it guys.,  xanax,447337939, DAT_IS_CRAY, life long south carolina gamecock fan and carolina panther fan.  r.i.p. harambe ,0,0,689, South Carolina: USA, None
74,8.28E+17, Fri Feb 03 21:47:12 +0000 2017,1.49E+12, who got xanax online bml,  xanax,4801488211, jacobo_norman, 916 x 415 im im luv w da  ma,0,0,227, Bay Area, None
85,8.28E+17, Fri Feb 03 22:40:28 +0000 2017,1.49E+12, my entire office got upgraded to @windows 10 today amp im disappointed nobody warned me to ground a xanax in my coffee beforehand. tgif,  xanax,2790534679, GretchenIsFunny, the views and opinions expressed on this feed do not necessarily represent those of gretchen.,0,0,506, Charlotte: NC, None
91,8.28E+17, Fri Feb 03 22:51:47 +0000 2017,1.49E+12, dont you hate when bitches say come say hi to my mom like bitch im on 12 xanax,  xanax,425350764, WalkerHendrix, snapchatwalkerhendrix21 swccus navy,0,0,285, 863/770, None
93,8.28E+17, Fri Feb 03 23:10:31 +0000 2017,1.49E+12, oscar just asked me if xanax is a drug. bruh what,  xanax,532656219, mdthe_gr8, none,0,0,315, None, None
94,8.28E+17, Fri Feb 03 23:11:08 +0000 2017,1.49E+12, go home ur an actor and also probably high on xanax and or 3 4methylenedioxymethamphetamine or sketamine or coke or whippets,  xanax,2950030880, aloofloofah, ordem e progresso    buddhist. anarchist. . cr writingling @uw  contact djphillz@uw.edu insta danlelph,0,0,4993, University District: Seattle, None
107,8.28E+17, Sat Feb 04 00:08:38 +0000 2017,1.49E+12, i need xanax,  xanax,28361683, MarvinAguilera_, donald glover called me out for being stoned.,0,0,382, Dallas: TX , None
110,8.28E+17, Sat Feb 04 00:09:40 +0000 2017,1.49E+12, not even to be fucked up. i just googled what xanax treats and oh boy how many of you are anxious on a friday night,  xanax,28361683, MarvinAguilera_, donald glover called me out for being stoned.,0,0,382, Dallas: TX , None
112,8.28E+17, Sat Feb 04 00:14:53 +0000 2017,1.49E+12, dude take a xanax or something just for a day. christ. ,  xanax,536790704, Ljd_80, @mizzou | critically acclaimed sandwich guy| a running diary of the chicago bulls,0,0,716, Chicago äó¢ Columbia: Mo, None
113,8.28E+17, Sat Feb 04 00:24:04 +0000 2017,1.49E+12, bill said he off the xanax and henny tonight. dat boy reckless.,  xanax,150405342, DREWSWACE, no i dont care. 5 time wwe champion projektamerikapooramerika bookdrewswace@gmail.com kithset,0,0,630, YOUFUCKINKNOW, None
117,8.28E+17, Sat Feb 04 00:36:06 +0000 2017,1.49E+12, bitch im off 12 xanax,  xanax,549668245, chvpo, college dropout,0,0,1525, Indiana, None
119,8.28E+17, Sat Feb 04 00:36:51 +0000 2017,1.49E+12, q6lol playing wmy kid  wine  essential oils are my xanax. going to my progressive church sunday. kindredspirits risetweetup,  xanax,622987689, dittmeriq, single mom  survivor  feminist  entrepreneur  lmbt  progressive  science geek.,0,0,188, Raleigh: NC, None
121,8.28E+17, Sat Feb 04 00:39:53 +0000 2017,1.49E+12, whenever i see girls post about xan the first thing i think is xanax and then i remember its a sorority,  xanax,557114070, YourManMurf, muskingum 20 | track  field | computer science and mathematics major |,0,0,863, None, None
122,8.28E+17, Sat Feb 04 00:41:55 +0000 2017,1.49E+12, the best medicine i know for moments of hysteria xanax. second best though is tools album  lateralus esp the song the grudge.,  xanax,95037593, MichaelGlawson, not the real michael glawson.,0,0,115, Columbia: Sc, None
130,8.28E+17, Sat Feb 04 01:18:12 +0000 2017,1.49E+12, i need an iv drip of xanax ,  xanax,312851203, _jraaaae, were always alright.,0,0,133, Whiteland: IN , None
131,8.28E+17, Sat Feb 04 01:20:50 +0000 2017,1.49E+12, heres the selfie that took 5 hours and a xanax ,  xanax,58899335, Peachiz666, your new problematic fave. snapinsta peachiz666,0,0,531, chicago, None
134,8.28E+17, Sat Feb 04 01:31:36 +0000 2017,1.49E+12, when i have a kid im gonna give him xanax before his first day of kindergarten that shit is rough   literally wtf is my suitemate,  xanax,350443455, BrianSchwartz95, 910 moms love me || binghamton 19,0,0,255, New York, None
137,8.28E+17, Sat Feb 04 01:34:11 +0000 2017,1.49E+12, oreillyfactor damn jesse. tonights show should have come with a warning  i would have taken a xanax,  xanax,14385689, chasin_dwight, mother  grandmother  love new orleans saints football      lsu tigers.   registered independent,0,0,588, Louisiana: USA, None
141,8.28E+17, Sat Feb 04 01:48:04 +0000 2017,1.49E+12, i need a fuckin xanax after that final ,  xanax,2220604302, foleyjustin22, i only smoke vegan weed | ,0,0,255, Frederickson: WA, None
144,8.28E+17, Sat Feb 04 01:55:48 +0000 2017,1.49E+12, i just want my xanax ,  xanax,178933649, STONERLOVER1994, boricua. r.i.p mom.,0,0,704, Georgia: USA, None
150,8.28E+17, Sat Feb 04 02:11:52 +0000 2017,1.49E+12, youre doing pretty well if you arent constantly calculating and recalculating how much xanax you have left.,  xanax,88697799, vagtalk, librarian  poet type. listen to my joke album   check out my comics ,0,0,2045, Denver, None
157,8.28E+17, Sat Feb 04 02:32:35 +0000 2017,1.49E+12, tcmparty jesus  lady  take a xanax,  xanax,2538637537, CCoombs1964, lover of classical music  classic movies  kurosawa fan  love to tweet svengoolie,0,0,38, None, None
163,8.28E+17, Sat Feb 04 03:25:39 +0000 2017,1.49E+12, if u do xanax on a weekly bases for fun i think ur a loser,  xanax,296041596, pinkslip, snapchat pinkslipmusic,0,0,504, Nashville, None
178,8.28E+17, Sat Feb 04 04:52:57 +0000 2017,1.49E+12, i need a facemask amp xanax.,  xanax,295923973, SarahBeth_Yall, in a constant search for the best queso. whiskey lover  shiner cheer  all things texas.  tcu alum.,0,0,159, Walnut Creek: CA, None
182,8.28E+17, Sat Feb 04 04:54:34 +0000 2017,1.49E+12, honestly if u do xanax at all i think ur a loser ,  xanax,296041596, pinkslip, snapchat pinkslipmusic,0,0,504, Nashville, None
183,8.28E+17, Sat Feb 04 04:55:30 +0000 2017,1.49E+12, i did some xanax one day and could rap but i couldnt stand upright,  xanax,3654820756, heartbreakkidHD, ssu,0,0,234, Atl, None
184,8.28E+17, Sat Feb 04 04:58:41 +0000 2017,1.49E+12, i got xanax for my anxiety and its not really doing anything so looks like its another trip to the doctors,  xanax,2811892684, tesstacle, once upon a time there was a boy who loved a girl  and her laughter was a question he wanted to spend his whole life answering. ,0,0,151, dumb ol texas , None
188,8.28E+17, Sat Feb 04 05:04:59 +0000 2017,1.49E+12, bitch im on 12 xanax,  xanax,75856781, chriss__96, booooolin,0,0,376, Chicago: IL, None
193,8.28E+17, Sat Feb 04 05:37:44 +0000 2017,1.49E+12, im offa xanax,  xanax,3654820756, heartbreakkidHD, ssu,0,0,234, Atl, None
199,8.28E+17, Sat Feb 04 06:07:04 +0000 2017,1.49E+12, the dreams i have on the xanax....,  xanax,352748833, mmarleec, im a true leo... fearfully  wonderfully made.,0,0,237, Atlanta, None
219,8.28E+17, Sat Feb 04 07:41:00 +0000 2017,1.49E+12, some people just need some xanax,  xanax,145400222, 6chel, random white girl be everywhere,0,0,25, Tallahassee: FL, None
220,8.28E+17, Sat Feb 04 07:54:14 +0000 2017,1.49E+12, them xanax make you look tired,  xanax,37271856, xcathaaaybuuiii, none,0,0,200, CALI. SANTACLARA, None
221,8.28E+17, Sat Feb 04 07:56:45 +0000 2017,1.49E+12, my mom gave me a xanax today i love her lmao,  xanax,3352135752, zelcentral, none,0,0,127, Chicago: IL, None
223,8.28E+17, Sat Feb 04 08:18:41 +0000 2017,1.49E+12, a little more wine and a xanax call me in the morning,  xanax,20319158, huntersjames, totally out of touch day by day you and 17 syllables are my only hope hsjhaiku  linkedin  jamesstoeckmann,0,0,2961, Guadalupe: AZ, None
231,8.28E+17, Sat Feb 04 09:47:01 +0000 2017,1.49E+12, under 2 cashmere blankets in the valley debating on taking xanax to stop breathing for the night ,  xanax,4825770972, heshnigga_, im just not the same.,0,0,437, Los Angeles: CA, None
239,8.28E+17, Sat Feb 04 12:09:23 +0000 2017,1.49E+12, @litaaababy girl you need a xanax,  xanax,16739357, jarednkane, 26 | things |  ,0,0,73, Pennsylvania, None
254,8.28E+17, Sat Feb 04 14:01:52 +0000 2017,1.49E+12, @seanspicer hey  sparky just used the word ban in a tweet. just thought youd like to know. happy saturday. take your xanax ,  xanax,22049098, WubsNet, got scotch,0,0,514, Ra-cha-cha NY , None
259,8.28E+17, Sat Feb 04 14:34:17 +0000 2017,1.49E+12, gave rigby a xanax an hour ago so i can put him in the car and he not freak out to the point of puking. its starti ,  xanax,18886637, sanitythief, stealing ur common sense and drivin u crazy since 1985 aka @makeupandmania freelance writer. accepts love in the form of money ,0,0,1014, The dirtiest state in america, None
270,8.28E+17, Sat Feb 04 15:02:30 +0000 2017,1.49E+12, one coworker pops xanax on the daily and the other is a racist. the ugly in this company omg,  xanax,471609779, beckocean, norwegian | plant kindness  gather love  proverb,0,0,443, aquarius, None
287,8.28E+17, Sat Feb 04 16:14:37 +0000 2017,1.49E+12, i should eat a bowl of xanax for breakfast,  xanax,739279344, mimibatt, ,0,0,604, Howard Beach: Queens, None
290,8.28E+17, Sat Feb 04 16:29:43 +0000 2017,1.49E+12, make it fireball and xanax and call it a day  ,  xanax,2317845337, niehuen20, none,0,0,254, Sioux City: IA, None
295,8.28E+17, Sat Feb 04 16:40:45 +0000 2017,1.49E+12, deuce poured up right  drop my xanax in my sprite,  xanax,2458303097, joshbarey, im white. snapchat  joshcareyy ult rip capital steez 85forlife                              fd 17,0,0,331, North Charleston, None
297,8.28E+17, Sat Feb 04 16:54:13 +0000 2017,1.49E+12, give it a little time and doctors will be prescribing xanax for misophonia lmao. you dont have a disorder. youre ,  xanax,1191457177, chrisnashfl, @elainagrimewood is my queen | guitar in @elorafl | ownerrecording engineerartist managerpromoter of @eyesupfl,0,0,217, Orlando: FL, None
322,8.28E+17, Sat Feb 04 18:05:10 +0000 2017,1.49E+12, rationing out my xanax like a battlefield soldier does his food.,  xanax,66619679, fluffybipolar, the world is a scary place right now and i hope that some of my tweets make you feel better. bipolar anxiety noh8 humanrights change mentalhealth,0,0,1021, United States, None
328,8.28E+17, Sat Feb 04 18:19:59 +0000 2017,1.49E+12, i need to get prescribed xanax or prozac bc game of thrones is rocking my world and im not emotionally ready for season six gameofthrones,  xanax,595128269, herichards2016, lover of all animals  aint no rest for the wicked,0,0,581, None, None
331,8.28E+17, Sat Feb 04 18:45:52 +0000 2017,1.49E+12, omg i forgot that i have an emergency bottle of xanax call off the rations.,  xanax,66619679, fluffybipolar, the world is a scary place right now and i hope that some of my tweets make you feel better. bipolar anxiety noh8 humanrights change mentalhealth,0,0,1021, United States, None
346,8.28E+17, Sat Feb 04 19:37:37 +0000 2017,1.49E+12, too much cocaine last night not enough xanax,  xanax,581932287, ftfreeminded, forthefreeminded ,0,0,17157, outofmymind, None
350,8.28E+17, Sat Feb 04 19:55:12 +0000 2017,1.49E+12, i had a pretty good track record with drugs too until i xanax wrecked my truck then drove it home on 2 blown tires amp didnt even realize it,  xanax,2651770297, PyrrhicWin95, none,0,0,836, OK, None
352,8.28E+17, Sat Feb 04 20:03:52 +0000 2017,1.49E+12, ppl blacked out on xanax really will text you like kahabiaw xnsiyt sbagahkssnbe. baysyene d,  xanax,2651770297, PyrrhicWin95, none,0,0,836, OK, None
354,8.28E+17, Sat Feb 04 20:10:50 +0000 2017,1.49E+12, someone get this girl a snickers  or a prescription to xanax ,  xanax,1281438998, gregpottgen, im in the mile high club....with my hand,0,0,491, STL , None
